E_MeV,electron_dLdE_ph_per_MeV,electron_L_ph,alpha_dLdE_ph_per_MeV,alpha_L_ph,o16_dLdE_ph_per_MeV,o16_L_ph,alpha_over_electron_L,o16_over_electron_L
0.142662101526,45368.4026245,6374.40846905,10343.2217123,2053.59364324,7630.16125437,1624.41320546,0.32216222936,0.254833560376
0.144650733852,45372.9554365,6464.63406803,10295.8768747,2074.11543256,7586.1593047,1639.54303894,0.320840346218,0.253617300172
0.146667086634,45377.4499861,6556.12648426,10248.8023568,2094.82809312,7542.36157889,1654.79525652,0.319522220651,0.252404412956
0.148711546281,45381.886828,6648.90338509,10201.9984723,2115.73351164,7498.76770035,1670.17074745,0.318207889196,0.251194919029
0.150784504586,45386.2665119,6742.98268375,10155.4655361,2136.83359868,7455.37728617,1685.67040697,0.316897387833,0.249988838179
0.152886358806,45390.5895824,6838.38254277,10109.2038667,2158.13028913,7412.18994734,1701.29513644,0.315590751999,0.248786189687
0.155017511734,45394.8565794,6935.12137746,10063.2137881,2179.6255426,7369.20528882,1717.0458433,0.3142880166,0.247586992332
0.157178371777,45399.0680374,7033.21785942,10017.4956316,2201.32134392,7326.42290954,1732.9234412,0.31298921602,0.246391264402
0.159369353038,45403.2244866,7132.6909201,9972.04973755,2223.21970358,7283.84240266,1748.92884996,0.311694384137,0.245199023699
0.16159087539,45407.3264519,7233.55975442,9926.87645774,2245.32265823,7241.45889794,1765.06299071,0.31040355433,0.244010286861
0.163843364558,45411.3744534,7335.84382445,9881.9761568,2267.63227121,7199.27510636,1781.32678917,0.309116759499,0.242825069862
0.166127252203,45415.3690067,7439.5628631,9837.34921436,2290.15063301,7157.29204257,1797.72118234,0.307834032073,0.241643388923
0.168442976004,45419.3106223,7544.73687787,9792.99602701,2312.87986185,7115.50927508,1814.2471152,0.306555404024,0.24046526003
0.170790979739,45423.1998063,7651.38615475,9748.91700995,2335.82210425,7073.92636694,1830.90553914,0.305280906885,0.239290698719
0.173171713372,45427.0370597,7759.53126201,9705.11259896,2358.97953555,7032.54287585,1847.69741203,0.304010571759,0.238119720076
0.175585633141,45430.8228792,7869.19305415,9661.58325223,2382.35436054,6991.35835426,1864.62369824,0.302744429339,0.236952338748
0.178033201643,45434.5577568,7980.39267591,9618.32945207,2405.94881406,6950.37234943,1881.6853687,0.301482509917,0.235788568948
0.180514887922,45438.2421798,8093.15156629,9575.35170668,2429.76516165,6909.58440351,1898.88340095,0.300224843406,0.234628424465
0.183031167562,45441.876631,8207.49146261,9532.65055185,2453.80570017,6868.99405362,1916.21877917,0.298971459349,0.233471918661
0.185582522776,45445.4615887,8323.43440471,9490.22655265,2478.07275851,6828.60083199,1933.69249423,0.29772238694,0.232319064488
0.188169442497,45448.9975268,8441.00273914,9448.08030496,2502.56869826,6788.4042659,1951.30554375,0.296477655037,0.231169874487
0.190792422477,45452.4849145,8560.21912341,9406.21243713,2527.29591445,6748.40387796,1969.05893212,0.295237292179,0.230024360795
0.193451965374,45455.924217,8681.10653034,9364.6236114,2552.2568363,6708.59918599,1986.95367059,0.294001326603,0.228882535152
